DeviceID = e00fce6838cebdf42fc24391	Firmware Version = 3.1.0	Software Version = 0.0.0
Time.0.TIME,SHTC3.0.HUMIDITY,SHTC3.0.TEMPERATURE,TCS3400.0.LIGHT_RED,TCS3400.0.LIGHT_GREEN,TCS3400.0.LIGHT_BLUE,PAC1720.0.VOLTAGE,PAC1720.0.CURRENT,PAC1720.0.VOLTAGE_2,PAC1720.0.CURRENT_2,ApogeeO2.0.TEMPERATURE,ApogeeO2.0.REF,ApogeeO2.0.OXYGEN,ApogeeO2.1.TEMPERATURE,ApogeeO2.1.REF,ApogeeO2.1.OXYGEN,Hedorah-NDIR.0.CO2,Hedorah-NDIR.0.HUMIDITY,Hedorah-NDIR.0.TEMPERATURE,Hedorah-NDIR.1.CO2,Hedorah-NDIR.1.HUMIDITY,Hedorah-NDIR.1.TEMPERATURE
1638349408,32.757568,21.882706,0.002075,0.001831,0.001099,0.312500,-0.781441,4.062500,50.012211,1695.562500,2498.625000,12.375000,1696.312500,2498.250000,12.187500,393,21.638489,21.565956,427,21.643066,21.787598
1638350525,33.218384,22.008209,0.002075,0.001831,0.001099,0.312500,-0.781441,4.023438,143.003677,1696.125000,2498.437500,12.187500,1696.500000,2498.250000,12.000000,401,21.817017,21.606010,428,21.868896,21.830322
1638351487,33.747864,21.866684,0.003662,0.003174,0.001953,0.312500,-0.781441,4.042969,50.012211,1695.187500,2498.625000,12.187500,1696.687500,2498.250000,12.000000,407,22.056580,21.536583,426,22.047424,21.771576
1638352449,33.830261,21.866684,0.002075,0.001831,0.001099,0.312500,-0.781441,4.042969,50.793652,1694.250000,2498.625000,12.375000,1695.562500,2498.250000,12.000000,403,22.225952,21.507210,445,22.279358,21.699471
1638353412,33.941650,21.757202,0.002075,0.001831,0.001099,0.351562,-0.390720,4.042969,50.012211,1693.687500,2498.437500,12.375000,1694.625000,2498.250000,12.187500,397,22.412109,21.493858,429,22.491455,21.744865
1638354529,34.132385,21.874695,0.002075,0.001831,0.001099,0.312500,-0.781441,4.023438,142.222229,1693.875000,2498.437500,12.375000,1694.812500,2498.437500,12.000000,408,22.604370,21.536583,424,22.624207,21.731514
1638355491,34.478760,21.874695,0.002075,0.001831,0.001099,0.312500,-0.781441,4.042969,50.012211,1693.875000,2498.625000,12.375000,1695.000000,2498.250000,12.000000,396,22.688293,21.536583,429,22.761536,21.744865
1638356453,34.802246,21.818619,0.003662,0.003174,0.001953,0.312500,-0.781441,4.042969,50.793652,1692.937500,2498.437500,12.187500,1694.437500,2498.250000,12.187500,392,22.917175,21.507210,418,22.935486,21.699471
1638357415,34.945679,21.687775,0.002075,0.001831,0.001099,0.312500,-0.781441,4.042969,50.012211,1692.562500,2498.625000,12.375000,1693.312500,2498.250000,12.187500,404,23.085022,21.451134,424,23.109436,21.656746
1638358522,34.805298,21.850662,0.002075,0.001831,0.001099,0.273438,-0.781441,4.023438,136.752136,1692.937500,2498.437500,12.375000,1693.312500,2498.062500,12.187500,400,23.245239,21.451134,439,23.237610,21.699471
1638359485,34.983826,21.749191,0.003662,0.003174,0.001953,0.312500,-0.781441,4.042969,50.012211,1693.687500,2498.437500,12.375000,1694.250000,2498.437500,12.000000,399,23.329163,21.480507,421,23.393250,21.731514
